id,Title,Company Name,Salary,Location,Category,Description,Link
4541,Pembantu Pereka Multimedia,Maghfirah Pustaka (M) Sdn Bhd,"RM 1,800 - RM 2,500",Semenyih,Multimedia,"4541            Pembantu Pereka Multimedia            RM 1,800 - RM 2,500            Semenyih            Multimedia",https://www.jobstreet.com.my/en/job/pembantu-pereka-multimedia-4687287?jobId=jobstreet-my-job-4687287&sectionRank=162&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
8195,Graphic Designer,SAYAP PRIMA MARKETING,"RM 1,800 - RM 2,500",Rawang,Multimedia,"8195            Graphic Designer            RM 1,800 - RM 2,500            Rawang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4711459?jobId=jobstreet-my-job-4711459&sectionRank=216&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
1946,Graphic Designer,KONX SOLUTION,"RM 1,800 - RM 2,520",Kuching,Multimedia,"1946            Graphic Designer            RM 1,800 - RM 2,520            Kuching            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4714058?jobId=jobstreet-my-job-4714058&sectionRank=297&token=0~0ffd8d42-41e6-4839-a7fa-3dc5ae9baf15&fr=SRP%20Job%20Listing'
3776,Creative Designer,Celtech Security Sdn Bhd,"RM 1,800 - RM 2,800",Kajang/Bangi/Serdang,Multimedia,"3776            Creative Designer            RM 1,800 - RM 2,800            Kajang/Bangi/Serdang            Multimedia",https://www.jobstreet.com.my/en/job/creative-designer-4688925?jobId=jobstreet-my-job-4688925&sectionRank=220&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
5910,TEXTILE DESIGNER,ALHUMAIRA WORDLWIDE,"RM 1,800 - RM 3,000",Selangor - Others,Multimedia,"5910            TEXTILE DESIGNER            RM 1,800 - RM 3,000            Selangor - Others            Multimedia",https://www.jobstreet.com.my/en/job/textile-designer-4681783?jobId=jobstreet-my-job-4681783&sectionRank=132&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
7889,Graphic Designer,IMP88 SDN BHD,"RM 1,800 - RM 3,000",Kuala Lumpur,Multimedia,"7889            Graphic Designer            RM 1,800 - RM 3,000            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4694020?jobId=jobstreet-my-job-4694020&sectionRank=245&token=0~101c0662-aa05-454d-9b95-f982c225d9fe&fr=SRP%20Job%20Listing'
4231,Graphic Designer,SHU GUO REN EXPRESS TRADING,"RM 1,800 - RM 3,000",Butterworth,Multimedia,"4231            Graphic Designer            RM 1,800 - RM 3,000            Butterworth            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4708608?jobId=jobstreet-my-job-4708608&sectionRank=321&token=0~20b5d301-e330-418e-8221-9b46f81c198e&fr=SRP%20Job%20Listing'
9032,GRAPHIC DESIGNER CUM VIDEO EDITOR,DRS MEDICAL GROUP SDN. BHD.,"RM 2,000 - RM 2,200",Subang Jaya,Multimedia,"9032            GRAPHIC DESIGNER CUM VIDEO EDITOR            RM 2,000 - RM 2,200            Subang Jaya            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-cum-video-editor-4673738?jobId=jobstreet-my-job-4673738&sectionRank=217&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
2353,GRAPHIC DESIGNER,HARMONY HOLDINGS GROUP,"RM 2,000 - RM 2,500",Selangor,Multimedia,"2353            GRAPHIC DESIGNER            RM 2,000 - RM 2,500            Selangor            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4691951?jobId=jobstreet-my-job-4691951&sectionRank=138&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
8418,E-commerce Web Designer,AMS Group of Companies,"RM 2,000 - RM 2,500",Kuala Lumpur,Multimedia,"8418            E-commerce Web Designer            RM 2,000 - RM 2,500            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/e-commerce-web-designer-4707786?jobId=jobstreet-my-job-4707786&sectionRank=241&token=0~101c0662-aa05-454d-9b95-f982c225d9fe&fr=SRP%20Job%20Listing'
2440,Assistant Photographer Cum Assistant Videographer,SEQUENCE SHOT SDN. BHD.,"RM 2,000 - RM 2,500",Petaling Jaya,Multimedia,"2440            Assistant Photographer Cum Assistant Videographer            RM 2,000 - RM 2,500            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/assistant-photographer-cum-assistant-videographer-4711883?jobId=jobstreet-my-job-4711883&sectionRank=247&token=0~101c0662-aa05-454d-9b95-f982c225d9fe&fr=SRP%20Job%20Listing'
5499,Graphic Designer,Zazen Worldwide,"RM 2,000 - RM 2,500",Kuala Lumpur,Multimedia,"5499            Graphic Designer            RM 2,000 - RM 2,500            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4686889?jobId=jobstreet-my-job-4686889&sectionRank=281&token=0~0ffd8d42-41e6-4839-a7fa-3dc5ae9baf15&fr=SRP%20Job%20Listing'
3875,Graphic Designer,Mega Label (Malaysia) Sdn Bhd,"RM 2,000 - RM 2,800",Shah Alam/Subang,Multimedia,"3875            Graphic Designer            RM 2,000 - RM 2,800            Shah Alam/Subang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4690686?jobId=jobstreet-my-job-4690686&sectionRank=161&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
5107,Video Editor,Bliss Commerce Sdn Bhd,"RM 2,000 - RM 2,800",Petaling Jaya,Multimedia,"5107            Video Editor            RM 2,000 - RM 2,800            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/video-editor-4694407?jobId=jobstreet-my-job-4694407&sectionRank=231&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
4381,Artwork Designer (Modified Design),Yuncheng Plate-Making Technology (M) Sdn Bhd (796811-V),"RM 2,000 - RM 3,000","Melaka - Others, Selangor",Multimedia,"4381            Artwork Designer (Modified Design)            RM 2,000 - RM 3,000            Melaka - Others, Selangor            Multimedia",https://www.jobstreet.com.my/en/job/artwork-designer-modified-design-%E8%AE%BE%E8%AE%A1%E4%BA%BA%E5%91%98-%E8%B0%83%E5%9B%BE%E4%B8%BA%E4%B8%BB-4702975?jobId=jobstreet-my-job-4702975&sectionRank=93&token=0~cc78cb43-f6cd-413c-aa94-3686dc15940c&fr=SRP%20Job%20Listing'
9401,Graphic Designer Cum Videographer,MKA FOOD & BEVERAGES SDN BHD,"RM 2,000 - RM 3,000",Puchong,Multimedia,"9401            Graphic Designer Cum Videographer            RM 2,000 - RM 3,000            Puchong            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-cum-videographer-4691202?jobId=jobstreet-my-job-4691202&sectionRank=124&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
6394,Graphic Designer,GATTI (M) SDN. BHD.,"RM 2,000 - RM 3,000",Rawang,Multimedia,"6394            Graphic Designer            RM 2,000 - RM 3,000            Rawang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4679168?jobId=jobstreet-my-job-4679168&sectionRank=135&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
7322,Graphic Designer,Allied Flourish Sdn Bhd,"RM 2,000 - RM 3,500",Semenyih,Multimedia,"7322            Graphic Designer            RM 2,000 - RM 3,500            Semenyih            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4702905?jobId=jobstreet-my-job-4702905&sectionRank=62&token=0~cd13a073-77c6-4286-b9c5-fcdd3fbb12c8&fr=SRP%20Job%20Listing'
8958,Graphic Designer,Kotak Malaysia (KOM) Sdn. Bhd.,"RM 2,000 - RM 3,500",Melaka,Multimedia,"8958            Graphic Designer            RM 2,000 - RM 3,500            Melaka            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4712794?jobId=jobstreet-my-job-4712794&sectionRank=67&token=0~cd13a073-77c6-4286-b9c5-fcdd3fbb12c8&fr=SRP%20Job%20Listing'
6679,Video Editor Content Developer,Maxvue Vision Sdn. Bhd.,"RM 2,000 - RM 3,500",Seremban,Multimedia,"6679            Video Editor Content Developer            RM 2,000 - RM 3,500            Seremban            Multimedia",https://www.jobstreet.com.my/en/job/video-editor-content-developer-4714791?jobId=jobstreet-my-job-4714791&sectionRank=155&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
6400,Senior Graphic Designer,VOUCH Alliance,"RM 2,000 - RM 3,600",Johor Bahru,Multimedia,"6400            Senior Graphic Designer            RM 2,000 - RM 3,600            Johor Bahru            Multimedia",https://www.jobstreet.com.my/en/job/senior-graphic-designer-%E5%B9%B3%E9%9D%A2%E8%AE%BE%E8%AE%A1%E5%B8%88-4709060?jobId=jobstreet-my-job-4709060&sectionRank=153&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
1737,Graphic Designer,ABSOLUT BRANDS SDN. BHD.,"RM 2,200 - RM 2,600",Kajang/Bangi/Serdang,Multimedia,"1737            Graphic Designer            RM 2,200 - RM 2,600            Kajang/Bangi/Serdang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4693207?jobId=jobstreet-my-job-4693207&sectionRank=174&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
2116,Graphic Designer,Ming Museum Sdn Bhd,"RM 2,200 - RM 2,800",George Town,Multimedia,"2116            Graphic Designer            RM 2,200 - RM 2,800            George Town            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4707073?jobId=jobstreet-my-job-4707073&sectionRank=275&token=0~0ffd8d42-41e6-4839-a7fa-3dc5ae9baf15&fr=SRP%20Job%20Listing'
7430,Designer,Giftstalk Sdn Bhd,"RM 2,200 - RM 3,000",Kajang/Bangi/Serdang,Multimedia,"7430            Designer            RM 2,200 - RM 3,000            Kajang/Bangi/Serdang            Multimedia",https://www.jobstreet.com.my/en/job/designer-4682474?jobId=jobstreet-my-job-4682474&sectionRank=77&token=0~cd13a073-77c6-4286-b9c5-fcdd3fbb12c8&fr=SRP%20Job%20Listing'
5247,Digital Graphic Designer,Modello Search Sdn Bhd,"RM 2,200 - RM 3,000",Petaling Jaya,Multimedia,"5247            Digital Graphic Designer            RM 2,200 - RM 3,000            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/digital-graphic-designer-4709587?jobId=jobstreet-my-job-4709587&sectionRank=188&token=0~8da17ecd-0bc4-461a-b047-375862f8de4b&fr=SRP%20Job%20Listing'
4474,Graphic Designer cum Video Editor,Carvon Marketing,"RM 2,200 - RM 3,500",Kajang/Bangi/Serdang,Multimedia,"4474            Graphic Designer cum Video Editor            RM 2,200 - RM 3,500            Kajang/Bangi/Serdang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-cum-video-editor-4692288?jobId=jobstreet-my-job-4692288&sectionRank=136&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
6638,Graphic designer,LORING STUDIO,"RM 2,300 - RM 3,500",Johor Bahru,Multimedia,"6638            Graphic designer            RM 2,300 - RM 3,500            Johor Bahru            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4690863?jobId=jobstreet-my-job-4690863&sectionRank=226&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
2069,Graphic Designer,PIXOFIVE CREATIVE SDN. BHD.,"RM 2,300 - RM 3,800",Petaling Jaya,Multimedia,"2069            Graphic Designer            RM 2,300 - RM 3,800            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4708602?jobId=jobstreet-my-job-4708602&sectionRank=133&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
1205,Graphic Designer,Think Tech Solutions,"RM 2,400 - RM 3,300",Klang/Port Klang,Multimedia,"1205            Graphic Designer            RM 2,400 - RM 3,300            Klang/Port Klang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4704101?jobId=jobstreet-my-job-4704101&sectionRank=15&token=0~51af86b7-04f2-4c2b-939c-2fdde57f5b90&fr=SRP%20Job%20Listing'
1720,Graphic Designer,Brilliant Counselling & Solutions Sdn Bhd,"RM 2,400 - RM 3,500",Batu Pahat,Multimedia,"1720            Graphic Designer            RM 2,400 - RM 3,500            Batu Pahat            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4677997?jobId=jobstreet-my-job-4677997&sectionRank=172&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
7039,3D Animator Artist,Pusat Perkembangan Minda MRC Sdn Bhd,"RM 2,500 - RM 2,900",Kuala Lumpur,Multimedia,"7039            3D Animator Artist            RM 2,500 - RM 2,900            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/3d-animator-artist-4701241?jobId=jobstreet-my-job-4701241&sectionRank=148&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
7280,Graphic Designer/ Videographer,HANNAH QURBANAID SDN BHD,"RM 2,500 - RM 3,000",Selangor,Multimedia,"7280            Graphic Designer/ Videographer            RM 2,500 - RM 3,000            Selangor            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-videographer-4713727?jobId=jobstreet-my-job-4713727&sectionRank=64&token=0~cd13a073-77c6-4286-b9c5-fcdd3fbb12c8&fr=SRP%20Job%20Listing'
3563,Junior Graphic Designer,YES HEALTH SDN. BHD.,"RM 2,500 - RM 3,000",Shah Alam/Subang,Multimedia,"3563            Junior Graphic Designer            RM 2,500 - RM 3,000            Shah Alam/Subang            Multimedia",https://www.jobstreet.com.my/en/job/junior-graphic-designer-4713581?jobId=jobstreet-my-job-4713581&sectionRank=70&token=0~cd13a073-77c6-4286-b9c5-fcdd3fbb12c8&fr=SRP%20Job%20Listing'
9902,Graphic Designer,SMO RELATIONS BERHAD,"RM 2,500 - RM 3,000",Petaling Jaya,Multimedia,"9902            Graphic Designer            RM 2,500 - RM 3,000            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4702869?jobId=jobstreet-my-job-4702869&sectionRank=126&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
7794,Graphic Designer,Doo Group,"RM 2,500 - RM 3,000",Kuala Lumpur,Multimedia,"7794            Graphic Designer            RM 2,500 - RM 3,000            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4692863?jobId=jobstreet-my-job-4692863&sectionRank=127&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
7604,Video Editor,BIG BUZZ MEDIA SDN. BHD.,"RM 2,500 - RM 3,000",Selangor,Multimedia,"7604            Video Editor            RM 2,500 - RM 3,000            Selangor            Multimedia",https://www.jobstreet.com.my/en/job/video-editor-4701295?jobId=jobstreet-my-job-4701295&sectionRank=147&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
6852,Graphic Designer/Public Relations Executive,PERSOLKELLY Workforce Solutions Malaysia Sdn Bhd,"RM 2,500 - RM 3,000",Kuala Lumpur,Multimedia,"6852            Graphic Designer/Public Relations Executive            RM 2,500 - RM 3,000            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-public-relations-executive-4705427?jobId=jobstreet-my-job-4705427&sectionRank=214&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
8168,Digital Marketing Cum Graphic Designs,LOV PETS BAZAAR SDN. BHD.,"RM 2,500 - RM 3,000",Cheras,Multimedia,"8168            Digital Marketing Cum Graphic Designs            RM 2,500 - RM 3,000            Cheras            Multimedia",https://www.jobstreet.com.my/en/job/digital-marketing-cum-graphic-designs-4712939?jobId=jobstreet-my-job-4712939&sectionRank=215&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
7575,Graphic / Multimedia Designer,Zakaria & Sons Precious Metals,"RM 2,500 - RM 3,500",Ampang,Multimedia,"7575            Graphic / Multimedia Designer            RM 2,500 - RM 3,500            Ampang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-multimedia-designer-4712819?jobId=jobstreet-my-job-4712819&sectionRank=1&token=0~51af86b7-04f2-4c2b-939c-2fdde57f5b90&fr=SRP%20Job%20Listing'
1280,Multimedia Designer,Qcfixer,"RM 2,500 - RM 3,500",Kuala Lumpur,Multimedia,"1280            Multimedia Designer            RM 2,500 - RM 3,500            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/multimedia-designer-4696822?jobId=jobstreet-my-job-4696822&sectionRank=18&token=0~51af86b7-04f2-4c2b-939c-2fdde57f5b90&fr=SRP%20Job%20Listing'
6781,Graphic Designer,Sterlington Sdn. Bhd.,"RM 2,500 - RM 3,500",Petaling Jaya,Multimedia,"6781            Graphic Designer            RM 2,500 - RM 3,500            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4712725?jobId=jobstreet-my-job-4712725&sectionRank=78&token=0~cd13a073-77c6-4286-b9c5-fcdd3fbb12c8&fr=SRP%20Job%20Listing'
5188,Graphic Designer,Think Osem Sdn Bhd,"RM 2,500 - RM 3,500",Selangor,Multimedia,"5188            Graphic Designer            RM 2,500 - RM 3,500            Selangor            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4709427?jobId=jobstreet-my-job-4709427&sectionRank=130&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
6765,Graphic Designer (Mandarin Contents),MASICON CONSULTING GROUP SDN BHD,"RM 2,500 - RM 3,500",Kuala Lumpur,Multimedia,"6765            Graphic Designer (Mandarin Contents)            RM 2,500 - RM 3,500            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-mandarin-contents-4676158?jobId=jobstreet-my-job-4676158&sectionRank=158&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
1465,Graphic Designer,ACTION ECO TRADING SDN BHD,"RM 2,500 - RM 3,500",Kuala Lumpur,Multimedia,"1465            Graphic Designer            RM 2,500 - RM 3,500            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4692943?jobId=jobstreet-my-job-4692943&sectionRank=170&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
4729,VIDEO EDITOR,Orientus Industry Sdn Bhd,"RM 2,500 - RM 3,500",Johor,Multimedia,"4729            VIDEO EDITOR            RM 2,500 - RM 3,500            Johor            Multimedia",https://www.jobstreet.com.my/en/job/video-editor-4675633?jobId=jobstreet-my-job-4675633&sectionRank=187&token=0~8da17ecd-0bc4-461a-b047-375862f8de4b&fr=SRP%20Job%20Listing'
5041,Creative Graphic Designer,Nuetraa Sdn Bhd,"RM 2,500 - RM 3,500",George Town,Multimedia,"5041            Creative Graphic Designer            RM 2,500 - RM 3,500            George Town            Multimedia",https://www.jobstreet.com.my/en/job/creative-graphic-designer-4687689?jobId=jobstreet-my-job-4687689&sectionRank=221&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
9933,Graphic Designer,Centro Properties Group Sdn Bhd,"RM 2,500 - RM 3,500",Klang/Port Klang,Multimedia,"9933            Graphic Designer            RM 2,500 - RM 3,500            Klang/Port Klang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4692033?jobId=jobstreet-my-job-4692033&sectionRank=224&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
2771,Video Editor,21 Days Learning Lab Sdn Bhd,"RM 2,500 - RM 3,500",Johor Bahru,Multimedia,"2771            Video Editor            RM 2,500 - RM 3,500            Johor Bahru            Multimedia",https://www.jobstreet.com.my/en/job/video-editor-4713095?jobId=jobstreet-my-job-4713095&sectionRank=237&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
3805,Videographer cum editor,BEST LINK LOGISTIC SDN. BHD.,"RM 2,500 - RM 3,500",Subang Jaya,Multimedia,"3805            Videographer cum editor            RM 2,500 - RM 3,500            Subang Jaya            Multimedia",https://www.jobstreet.com.my/en/job/videographer-cum-editor-4712895?jobId=jobstreet-my-job-4712895&sectionRank=272&token=0~0ffd8d42-41e6-4839-a7fa-3dc5ae9baf15&fr=SRP%20Job%20Listing'
6573,Graphic Designer,Lazior Sdn Bhd,"RM 2,500 - RM 3,500",Johor Bahru,Multimedia,"6573            Graphic Designer            RM 2,500 - RM 3,500            Johor Bahru            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4674789?jobId=jobstreet-my-job-4674789&sectionRank=274&token=0~0ffd8d42-41e6-4839-a7fa-3dc5ae9baf15&fr=SRP%20Job%20Listing'
1423,UI/Graphic Designer,POSEIDON IT SOLUTION,"RM 2,500 - RM 3,500",Johor Bahru,Multimedia,"1423            UI/Graphic Designer            RM 2,500 - RM 3,500            Johor Bahru            Multimedia",https://www.jobstreet.com.my/en/job/ui-graphic-designer-4707387?jobId=jobstreet-my-job-4707387&sectionRank=308&token=0~20b5d301-e330-418e-8221-9b46f81c198e&fr=SRP%20Job%20Listing'
5259,Digital Multimedia Designer,TCE TACKLES SDN BHD,"RM 2,500 - RM 3,800",Kulim,Multimedia,"5259            Digital Multimedia Designer            RM 2,500 - RM 3,800            Kulim            Multimedia",https://www.jobstreet.com.my/en/job/digital-multimedia-designer-4695557?jobId=jobstreet-my-job-4695557&sectionRank=142&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
3692,Multimedia Designer,Mysense Sdn Bhd,"RM 2,500 - RM 4,000",Petaling Jaya,Multimedia,"3692            Multimedia Designer            RM 2,500 - RM 4,000            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/multimedia-designer-4701686?jobId=jobstreet-my-job-4701686&sectionRank=31&token=0~5dfdae38-286b-46b6-bf90-322788756b98&fr=SRP%20Job%20Listing'
8402,Graphic Designer,Maystar Beauty Sdn. Bhd.,"RM 2,500 - RM 4,000",Petaling Jaya,Multimedia,"8402            Graphic Designer            RM 2,500 - RM 4,000            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4713723?jobId=jobstreet-my-job-4713723&sectionRank=80&token=0~cd13a073-77c6-4286-b9c5-fcdd3fbb12c8&fr=SRP%20Job%20Listing'
3791,Graphic cum Multimedia Designer,GoViral Digital Sdn Bhd,"RM 2,500 - RM 4,000",Petaling Jaya,Multimedia,"3791            Graphic cum Multimedia Designer            RM 2,500 - RM 4,000            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/graphic-cum-multimedia-designer-4672300?jobId=jobstreet-my-job-4672300&sectionRank=239&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
1406,Graphic Designer cum Video Editor,Business On Wheel Sdn Bhd,"RM 2,500 - RM 4,000",Kuala Lumpur,Multimedia,"1406            Graphic Designer cum Video Editor            RM 2,500 - RM 4,000            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-cum-video-editor-4692762?jobId=jobstreet-my-job-4692762&sectionRank=254&token=0~101c0662-aa05-454d-9b95-f982c225d9fe&fr=SRP%20Job%20Listing'
9175,Multimedia Designer cum Video Editor,Harimau Malaya,"RM 2,500 - RM 4,500",Petaling Jaya,Multimedia,"9175            Multimedia Designer cum Video Editor            RM 2,500 - RM 4,500            Petaling Jaya            Multimedia",https://www.jobstreet.com.my/en/job/multimedia-designer-cum-video-editor-4715691?jobId=jobstreet-my-job-4715691&sectionRank=2&token=0~51af86b7-04f2-4c2b-939c-2fdde57f5b90&fr=SRP%20Job%20Listing'
1699,Graphic & Multimedia Designer,Trimore Trading Sdn Bhd,"RM 2,500 - RM 4,500",Cheras,Multimedia,"1699            Graphic & Multimedia Designer            RM 2,500 - RM 4,500            Cheras            Multimedia",https://www.jobstreet.com.my/en/job/graphic-multimedia-designer-4683155?jobId=jobstreet-my-job-4683155&sectionRank=3&token=0~51af86b7-04f2-4c2b-939c-2fdde57f5b90&fr=SRP%20Job%20Listing'
2288,MULTIMEDIA DESIGNER,Journal Pages Sdn Bhd,"RM 2,500 - RM 4,500",Shah Alam/Subang,Multimedia,"2288            MULTIMEDIA DESIGNER            RM 2,500 - RM 4,500            Shah Alam/Subang            Multimedia",https://www.jobstreet.com.my/en/job/multimedia-designer-4698532?jobId=jobstreet-my-job-4698532&sectionRank=5&token=0~51af86b7-04f2-4c2b-939c-2fdde57f5b90&fr=SRP%20Job%20Listing'
1868,Videographer cum Video Editor,LOLOL SDN. BHD.,"RM 2,500 - RM 4,500",Melaka,Multimedia,"1868            Videographer cum Video Editor            RM 2,500 - RM 4,500            Melaka            Multimedia",https://www.jobstreet.com.my/en/job/videographer-cum-video-editor-4704259?jobId=jobstreet-my-job-4704259&sectionRank=229&token=0~e0c5620b-bc96-42ed-84e6-b1c53bc2962d&fr=SRP%20Job%20Listing'
3260,Multimedia Designer,MR WHEEL MALAYSIA,"RM 2,500 - RM 5,000",Selangor,Multimedia,"3260            Multimedia Designer            RM 2,500 - RM 5,000            Selangor            Multimedia",https://www.jobstreet.com.my/en/job/multimedia-designer-4707245?jobId=jobstreet-my-job-4707245&sectionRank=81&token=0~cd13a073-77c6-4286-b9c5-fcdd3fbb12c8&fr=SRP%20Job%20Listing'
8554,Wordpress Web Designer,Big Domain Sdn Bhd - Bigdomain.my,"RM 2,500 - RM 5,000",Perai,Multimedia,"8554            Wordpress Web Designer            RM 2,500 - RM 5,000            Perai            Multimedia",https://www.jobstreet.com.my/en/job/wordpress-web-designer-4683250?jobId=jobstreet-my-job-4683250&sectionRank=143&token=0~0a4942ec-6d2f-4bdb-b17a-f2e011a86310&fr=SRP%20Job%20Listing'
7528,Graphic Designer Executive,b'Global Jet Commerce Sdn. Bhd.',"RM 2,600 - RM 3,600",Kuala Lumpur,Multimedia,"7528            Graphic Designer Executive            RM 2,600 - RM 3,600            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-executive-4691170?jobId=jobstreet-my-job-4691170&sectionRank=185&token=0~8da17ecd-0bc4-461a-b047-375862f8de4b&fr=SRP%20Job%20Listing'
1235,Content Creator cum Graphic Designer,DESALEEN GARMENT TRADING SDN. BHD.,"RM 2,600 - RM 3,800",Kuala Lumpur,Multimedia,"1235            Content Creator cum Graphic Designer            RM 2,600 - RM 3,800            Kuala Lumpur            Multimedia",https://www.jobstreet.com.my/en/job/content-creator-cum-graphic-designer-4709964?jobId=jobstreet-my-job-4709964&sectionRank=168&token=0~82d6372d-d778-43c2-a532-b0c5684b5540&fr=SRP%20Job%20Listing'
4612,GRAPHIC DESIGNER,TREASURE GROUP,"RM 2,600 - RM 3,800",Shah Alam/Subang,Multimedia,"4612            GRAPHIC DESIGNER            RM 2,600 - RM 3,800            Shah Alam/Subang            Multimedia",https://www.jobstreet.com.my/en/job/graphic-designer-4706055?jobId=jobstreet-my-job-4706055&sectionRank=252&token=0~101c0662-aa05-454d-9b95-f982c225d9fe&fr=SRP%20Job%20Listing'
